Date,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipIntensityMaxTime,precipType,precipAccumulation,ozone
2011-05-14,1305360000,Clear throughout the day.,partly-cloudy-day,1305376860,1305443220,0.41,0,0,0,63.3,1305423660,39.53,1305461100,62.8,1305423660,38.77,1305466620,23.95,0.34,1012.8,5.45,16.12,1305429540,122,0.34,5,1305410040,9.997,42.22,1305384000,63.3,1305423660,39.53,1305380100,62.8,1305423660,,,,
2011-05-15,1305446400,Clear throughout the day.,clear-day,1305463020,1305529860,0.45,0,0,0,61.45,1305509400,31.15,1305552660,60.95,1305509400,31.64,1305552660,21.49,0.32,1003.5,4.96,16.38,1305501840,175,0,5,1305496440,9.997,39.53,1305461100,61.45,1305509400,38.77,1305466620,60.95,1305509400,,,,
2011-05-16,1305532800,Partly cloudy throughout the day.,clear-day,1305549240,1305616440,0.49,0,0,0,61.53,1305597600,37.56,1305630000,61.03,1305597600,38.05,1305630000,23.93,0.38,998.1,3.22,15.01,1305608160,130,0.3,4,1305576120,9.997,31.15,1305552660,61.53,1305597600,31.64,1305552660,61.03,1305597600,,,,
2011-05-17,1305619200,Clear throughout the day.,clear-day,1305635460,1305703080,0.53,0,0,0,68.75,1305678420,53.41,1305718200,68.25,1305678420,53.9,1305718200,21.8,0.3,1003.1,3.97,16.99,1305691200,146,0.06,5,1305669240,9.997,37.56,1305630000,68.75,1305678420,38.05,1305630000,68.25,1305678420,,,,
2011-05-18,1305705600,Clear throughout the day.,clear-day,1305721620,1305789660,0.56,0,0,0,68.55,1305770160,40.53,1305810180,68.05,1305770160,41.02,1305810180,21.19,0.22,1006.4,4.21,18.55,1305745800,197,0.29,5,1305755640,9.997,53.41,1305718200,68.55,1305770160,53.9,1305718200,68.05,1305770160,,,,
2011-05-19,1305792000,Clear throughout the day.,clear-day,1305807840,1305876240,0.6,0,0,0,66.88,1305854220,54.81,1305893940,66.38,1305854220,55.3,1305893940,28.65,0.36,1009,1.99,13.22,1305868200,227,0.16,5,1305842040,9.997,40.53,1305810180,66.88,1305854220,41.02,1305810180,66.38,1305854220,,,,
2011-05-20,1305878400,Clear throughout the day.,clear-day,1305894060,1305962880,0.63,0,0,0,66.76,1305936000,38.93,1305987420,66.26,1305936000,39.42,1305987420,25.63,0.27,1009.9,5.82,27.95,1305929400,171,0.23,5,1305929280,9.997,54.81,1305893940,66.76,1305936000,55.3,1305893940,66.26,1305936000,,,,
2011-05-21,1305964800,Clear throughout the day.,clear-day,1305980280,1306049460,0.67,0,0,0,72.57,1306026300,48.55,1306080000,72.07,1306026300,48.13,1306080000,31.13,0.38,1011.3,2.47,14.04,1306018560,127,0.07,5,1306014000,9.997,38.93,1305987420,72.57,1306026300,39.42,1305987420,72.07,1306026300,,,,
2011-05-22,1306051200,Drizzle in the morning.,rain,1306066440,1306136100,0.7,0.0005,0.0101,1,69.54,1306119600,51.3,1306161000,69.04,1306119600,51.79,1306161000,33.85,0.41,1010.5,3.12,12.53,1306116000,214,0.42,5,1306097820,9.997,47.61,1306086360,69.66,1306121400,47.36,1306083000,69.16,1306121400,1306083660,rain,,
2011-05-23,1306137600,Clear throughout the day.,clear-day,1306152660,1306222680,0.73,0,0,0,71.54,1306206000,38.77,1306242000,71.04,1306206000,39.24,1306241820,31.57,0.34,1014.6,3.14,13.63,1306195140,160,0.19,5,1306189980,9.903,51.3,1306161000,71.54,1306206000,51.79,1306161000,71.04,1306206000,,,,
2011-05-24,1306224000,Clear throughout the day.,clear-day,1306238880,1306309260,0.76,0,0,0,79.65,1306286760,46.48,1306328040,79.15,1306286760,46.97,1306328040,36.06,0.41,1013,3.41,17.01,1306284900,103,0.12,5,1306274040,9.997,38.77,1306242000,79.65,1306286760,39.24,1306241820,79.15,1306286760,,,,
2011-05-25,1306310400,Clear throughout the day.,clear-day,1306325100,1306395900,0.79,0,0,0,75.76,1306370280,45.65,1306420800,75.26,1306370280,46.14,1306420800,33.88,0.38,1006.2,1.77,11.88,1306364940,132,0.04,5,1306360440,9.997,46.48,1306328040,76.59,1306382040,46.97,1306328040,76.09,1306382040,,,,
2011-05-26,1306396800,Clear throughout the day.,clear-day,1306411320,1306482480,0.82,0,0,0,79.62,1306452000,44.18,1306499100,79.12,1306452000,44.67,1306499100,37.82,0.41,1005.1,2.58,15.25,1306456620,85,0.03,5,1306444140,9.997,45.65,1306420800,79.62,1306452000,46.14,1306420800,79.12,1306452000,,,,
2011-05-27,1306483200,Clear throughout the day.,clear-day,1306497540,1306569060,0.85,0,0,0,84.57,1306548360,47.29,1306585860,84.07,1306548360,47.78,1306585860,37.91,0.39,1010.3,1.53,13.13,1306545120,346,0.01,6,1306533240,9.997,44.18,1306499100,84.57,1306548360,44.67,1306499100,84.07,1306548360,,,,
2011-05-28,1306569600,Clear throughout the day.,clear-day,1306583760,1306655640,0.88,0,0,0,85.67,1306630320,58.6,1306684800,85.17,1306630320,59.09,1306684800,40.91,0.43,1009.3,2.14,13.29,1306637280,172,0.02,6,1306619640,9.907,47.29,1306585860,85.67,1306630320,47.78,1306585860,85.17,1306630320,,,,
2011-05-29,1306656000,Clear throughout the day.,clear-day,1306669980,1306742280,0.91,0,0,0,78.55,1306724400,57.55,1306764000,78.05,1306724400,58.04,1306764000,43.45,0.41,1011.3,6.23,22.9,1306677720,225,0.28,6,1306706040,9.997,58.58,1306685160,78.67,1306726200,59.07,1306685160,78.17,1306726200,,,,
2011-05-30,1306742400,Clear throughout the day.,clear-day,1306756200,1306828860,0.95,0,0,0,77.53,1306810800,48.51,1306843680,77.03,1306810800,49,1306843680,46.03,0.48,1016.5,4.4,16.19,1306764600,230,0.04,6,1306792500,9.997,57.55,1306764000,77.53,1306810800,58.04,1306764000,77.03,1306810800,,,,
2011-05-31,1306828800,Clear throughout the day.,clear-day,1306842420,1306915440,0.98,0,0,0,81.56,1306893360,56.67,1306939680,81.06,1306893360,57.16,1306939680,41.72,0.48,1008.4,2.69,16,1306911600,160,0.01,6,1306878900,9.997,48.51,1306843680,81.56,1306893360,49,1306843680,81.06,1306893360,,,,
2012-04-01,1333267200,Overcast throughout the day.,cloudy,1333293060,1333342260,0.33,0,0,0,25.42,1333331400,0.24,1333381680,17.63,1333328340,0.73,1333381680,7.49,0.61,1008.7,4.7,9.95,1333328400,334,0.9,2,1333320060,9.545,14.54,1333299600,25.42,1333331400,7.97,1333299600,17.63,1333328340,,,,
2012-04-02,1333353600,Clear throughout the day.,clear-day,1333379280,1333428840,0.36,0,0,0,21.85,1333412400,4.55,1333453980,14.24,1333407840,4.12,1333441800,0.47,0.57,1009.3,3.4,18.67,1333357380,325,0.26,2,1333404000,9.997,0.24,1333381680,21.85,1333412400,0.73,1333381680,15.1,1333436160,,,,
2012-04-03,1333440000,Mostly cloudy throughout the day.,partly-cloudy-day,1333465440,1333515420,0.4,0,0,0,22.93,1333508400,-6.46,1333551240,17.78,1333508340,-5.97,1333551240,2.68,0.62,1008.9,2.46,11.93,1333501980,319,0.65,2,1333490400,9.95,4.55,1333453980,22.93,1333508400,4.12,1333441800,17.78,1333508340,,,,
2012-04-04,1333526400,Clear throughout the day.,clear-day,1333551600,1333602000,0.44,0,0,0,35.7,1333592400,27.53,1333605480,35.15,1333590600,27.99,1333605960,2.61,0.6,1012.8,1.67,10.55,1333609200,90,0.07,3,1333576800,9.997,-6.46,1333551240,35.83,1333597200,-5.97,1333551240,35.15,1333590600,,,,
2012-04-05,1333612800,Clear throughout the day.,clear-day,1333637820,1333688580,0.48,0,0,0,48.71,1333675500,28.52,1333717380,45.21,1333667040,22.03,1333718700,16.68,0.39,1011.1,5.99,22.99,1333681080,99,0.02,3,1333663140,9.997,31.57,1333612800,48.71,1333675500,28.14,1333634400,45.21,1333667040,,,,
2012-04-06,1333699200,Overcast throughout the day.,partly-cloudy-day,1333723980,1333775160,0.52,0,0,0,36.34,1333747920,19.51,1333814400,30.97,1333748040,15,1333814400,22.18,0.64,1018.6,5.76,18.73,1333724100,274,0.76,2,1333749540,9.762,28.52,1333717380,45.14,1333699200,22.03,1333718700,41.53,1333699200,,,,
2012-04-07,1333785600,Partly cloudy throughout the day.,partly-cloudy-day,1333810140,1333861740,0.55,0,0,0,37.52,1333854000,19.21,1333891200,36.15,1333850520,19.7,1333891200,13.06,0.51,1025.9,3.96,11.28,1333788420,289,0.62,3,1333836780,9.997,18.67,1333817040,37.8,1333856220,14.98,1333814520,36.15,1333850520,,,,
2012-04-08,1333872000,Clear throughout the day.,clear-day,1333896360,1333948320,0.59,0,0,0,43.7,1333939200,26.53,1333987200,43.06,1333933380,23.81,1333983720,16.18,0.54,1024.4,2.98,13.07,1333940220,83,0.02,3,1333922340,9.997,19.21,1333891200,43.7,1333939200,18.51,1333907640,43.06,1333933380,,,,
2012-04-09,1333958400,Clear throughout the day.,clear-day,1333982520,1334034900,0.63,0,0,0,46.52,1334023200,17.39,1334070900,46.07,1334022660,16.67,1334066820,16.71,0.47,1017.5,2.59,13.67,1333965600,59,0,3,1334008680,9.997,25.81,1333989720,46.52,1334023200,23.81,1333983720,46.07,1334022660,,,,
2012-04-10,1334044800,Clear throughout the day.,clear-day,1334068740,1334121480,0.67,0,0,0,52.54,1334109600,18.43,1334155740,52.04,1334109660,18.92,1334155740,17.03,0.53,1011.5,2.33,18.03,1334127600,88,0,3,1334095080,9.997,17.39,1334070900,52.54,1334109600,16.67,1334066820,52.04,1334109660,,,,
2012-04-11,1334131200,Clear throughout the day.,clear-day,1334154900,1334208120,0.71,0,0,0,47.09,1334190000,21.55,1334242980,43.39,1334198820,22.04,1334242980,19.87,0.57,1011.1,2.57,17.81,1334140740,319,0,3,1334181480,9.997,18.43,1334155740,47.09,1334190000,18.92,1334155740,43.39,1334198820,,,,
2012-04-12,1334217600,Clear throughout the day.,clear-day,1334241060,1334294700,0.74,0,0,0,45.55,1334278800,28.38,1334331600,41.96,1334273460,25.15,1334314860,20.56,0.56,1012.2,2.27,16.24,1334218500,324,0.09,3,1334267880,9.997,21.55,1334242980,45.55,1334278800,22.04,1334242980,41.96,1334273460,,,,
2012-04-13,1334304000,Partly cloudy throughout the day.,partly-cloudy-day,1334327280,1334381280,0.78,0,0,0,45.27,1334362800,31.56,1334418960,41.28,1334365200,27.53,1334419200,22.01,0.57,1013.6,2.9,21.24,1334380440,324,0.44,3,1334355180,9.997,28.38,1334331600,45.27,1334362800,25.15,1334314860,43.07,1334379840,,,,
2012-04-14,1334390400,Partly cloudy throughout the day.,partly-cloudy-day,1334413440,1334467860,0.81,0,0,0,43.64,1334457180,28.31,1334502900,40.61,1334444460,28.8,1334502900,25.82,0.64,1010.6,4.81,19.47,1334447940,316,0.53,3,1334440620,9.997,31.56,1334418960,43.64,1334457180,27.33,1334428860,40.61,1334444460,1334430000,,,
2012-04-15,1334476800,Clear throughout the day.,clear-day,1334499600,1334554440,0.84,0,0,0,56.88,1334536620,33.09,1334585640,56.38,1334536620,29.13,1334585460,25.98,0.56,1007.4,2.44,19.51,1334516340,60,0.07,3,1334527020,9.997,28.31,1334502900,56.88,1334536620,28.8,1334502900,56.38,1334536620,,,,
2012-04-16,1334563200,Clear throughout the day.,clear-day,1334585820,1334641020,0.87,0,0,0,59.54,1334627760,27.23,1334673180,59.04,1334627760,27.72,1334673180,26,0.43,1006.1,4.58,15.27,1334639460,72,0.07,3,1334613420,9.997,33.09,1334585640,59.54,1334627760,29.13,1334585460,59.04,1334627760,,,,
2012-04-17,1334649600,Clear throughout the day.,clear-day,1334671980,1334727600,0.9,0,0,0,58.54,1334710860,27.53,1334750280,58.04,1334710860,26.84,1334758080,25.52,0.5,1006.2,1.34,13.06,1334707200,68,0,3,1334699820,9.997,27.23,1334673180,58.54,1334710860,27.72,1334673180,58.04,1334710860,,,,
2012-04-18,1334736000,Clear throughout the day.,clear-day,1334758200,1334814240,0.94,0,0,0,56.55,1334801160,31.47,1334847180,56.05,1334801160,31.97,1334847240,25.98,0.54,1006.9,2.12,10.62,1334818500,324,0.16,4,1334785560,9.997,27.53,1334750280,56.55,1334801160,26.84,1334758080,56.05,1334801160,,,,
2012-04-19,1334822400,Clear throughout the day.,partly-cloudy-day,1334844360,1334900820,0.97,0,0,0,56.44,1334883600,29.55,1334930400,55.94,1334883600,26.45,1334933640,27.36,0.52,1006.7,3.06,11.24,1334890260,333,0.39,4,1334871480,9.997,31.47,1334847180,56.44,1334883600,31.97,1334847240,55.94,1334883600,,,,
2012-04-20,1334908800,Clear throughout the day.,partly-cloudy-day,1334930520,1334987400,1,0,0,0,50.71,1334971980,29.33,1335010800,50.59,1334971980,29.82,1335010800,24.17,0.52,1005.1,3.45,16.77,1334919420,329,0.39,3,1334955300,9.997,29.55,1334930400,50.71,1334971980,26.45,1334933640,50.59,1334971980,,,,
2012-04-21,1334995200,Overcast throughout the day.,partly-cloudy-day,1335016740,1335073980,0.03,0,0,0,46.99,1335053400,30.52,1335103560,44.1,1335045120,31.01,1335103560,26.21,0.6,1011.6,2.65,13.74,1335052200,275,0.85,3,1335042540,9.997,29.33,1335010800,46.99,1335053400,29.82,1335010800,44.1,1335045120,,,,
2012-04-22,1335081600,Clear throughout the day.,clear-day,1335102900,1335160560,0.06,0,0,0,54.17,1335143220,28.25,1335183840,53.67,1335143220,26.34,1335189660,29.3,0.61,1015.4,2.17,9.97,1335160920,321,0.27,4,1335131760,9.997,30.52,1335103560,54.17,1335143220,31.01,1335103560,53.67,1335143220,,,,
2012-04-23,1335168000,Clear throughout the day.,clear-day,1335189120,1335247200,0.09,0,0,0,57.97,1335234540,26.28,1335274200,57.47,1335234540,26.77,1335274200,28.04,0.56,1010.7,3.82,17.21,1335214800,76,0.13,4,1335217800,9.997,28.25,1335183840,57.97,1335234540,26.34,1335189660,57.47,1335234540,,,,
2012-04-24,1335254400,Clear throughout the day.,clear-day,1335275280,1335333780,0.12,0,0,0,56.22,1335318000,27.44,1335363540,55.72,1335318000,27.93,1335363540,27.43,0.56,1009.9,2.43,14.65,1335256620,355,0.22,4,1335304500,9.997,26.28,1335274200,56.22,1335318000,26.77,1335274200,55.72,1335318000,1335319200,,,
2012-04-25,1335340800,Partly cloudy throughout the day.,partly-cloudy-day,1335361500,1335420360,0.15,0,0,0,56.09,1335408000,26.53,1335448800,55.59,1335408000,27.02,1335448800,25.15,0.5,1011.8,3.45,18.38,1335412800,352,0.42,4,1335387300,9.997,27.44,1335363540,56.09,1335408000,27.93,1335363540,55.59,1335408000,,,,
2012-04-26,1335427200,Clear throughout the day.,clear-day,1335447660,1335506940,0.18,0,0,0,55.54,1335491880,29.46,1335535860,55.04,1335491880,29.95,1335535860,23.46,0.48,1007.9,3.8,21.78,1335499080,339,0.14,4,1335473820,9.997,26.53,1335448800,55.54,1335491880,27.02,1335448800,55.04,1335491880,,,,
2012-04-27,1335513600,Clear throughout the day.,clear-day,1335533820,1335593580,0.21,0,0,0,54.53,1335571380,30.3,1335623760,54.03,1335571380,30.79,1335623760,23.29,0.48,1004.7,3.96,20.51,1335531240,325,0.25,4,1335563700,9.997,29.46,1335535860,54.53,1335571380,29.95,1335535860,54.03,1335571380,,,,
2012-04-28,1335600000,Partly cloudy throughout the day.,partly-cloudy-day,1335620040,1335680160,0.24,0,0,0,55.71,1335662160,29.29,1335706560,55.21,1335662160,29.64,1335710520,25.52,0.49,1004.8,2.24,16.77,1335646740,227,0.55,4,1335649920,9.997,30.3,1335623760,55.71,1335662160,30.79,1335623760,55.21,1335662160,,,,
2012-04-29,1335686400,Light rain in the evening and overnight.,rain,1335706200,1335766740,0.28,0.0012,0.0198,0.99,54.34,1335738480,35.15,1335801600,53.84,1335738480,30.88,1335801600,29.41,0.61,1002.3,1.93,21.8,1335751200,345,0.59,3,1335733800,9.762,29.29,1335706560,54.34,1335738480,29.64,1335710520,53.84,1335738480,1335751200,rain,,
2012-04-30,1335772800,Partly cloudy throughout the day.,rain,1335792420,1335853380,0.31,0.0002,0.01,0.99,45.82,1335834000,26.15,1335882000,41.75,1335835800,18.32,1335888000,25.91,0.59,1004.6,5.89,24.29,1335833400,273,0.58,3,1335830040,9.997,33.34,1335855600,45.82,1335834000,29.8,1335804660,43.13,1335774180,1335772800,rain,,
2012-05-01,1335859200,Flurries in the morning and afternoon.,snow,1335878580,1335939960,0.35,0.0014,0.0113,0.99,28.98,1335924900,18.52,1335967200,28.45,1335927600,12.12,1335967680,14.19,0.58,1008.6,4.95,17.56,1335913980,277,0.77,3,1335909240,8.442,24.41,1335900420,32.57,1335859200,17.64,1335900960,30.3,1335866040,1335904200,snow,0.4,
2012-05-02,1335945600,Mostly cloudy throughout the day.,partly-cloudy-day,1335964800,1336026540,0.39,0,0,0,32.57,1336014000,22.56,1336046400,32.07,1336013820,19.01,1336046400,8.23,0.48,1009.9,3.01,12.56,1335977580,276,0.69,3,1335995820,9.997,18.52,1335967200,34.33,1336017600,12.12,1335967680,32.07,1336013820,,,,
2012-05-03,1336032000,Partly cloudy throughout the day.,partly-cloudy-day,1336050960,1336113180,0.42,0,0,0,45.36,1336099380,25.55,1336136580,42.67,1336096860,26.04,1336136580,11.45,0.4,1005.9,3.54,14.28,1336100400,77,0.35,4,1336075440,9.997,22.56,1336046400,45.36,1336099380,19.01,1336046400,43.15,1336109880,,,,
2012-05-04,1336118400,Partly cloudy throughout the day.,partly-cloudy-day,1336137180,1336199760,0.46,0,0,0,50.7,1336177620,28.42,1336227240,50.32,1336178040,28.91,1336227240,20.13,0.48,1007.9,2.46,11.86,1336194240,328,0.37,5,1336167780,9.997,25.55,1336136580,50.7,1336177620,26.04,1336136580,50.32,1336178040,,,,
2012-05-05,1336204800,Drizzle in the afternoon.,rain,1336223340,1336286340,0.5,0.0005,0.01,0.99,52.46,1336266660,33.5,1336313160,52.1,1336266840,30.4,1336312860,29.29,0.62,1011.6,2.69,18.44,1336258500,26,0.36,4,1336248420,9.715,28.42,1336227240,52.46,1336266660,28.91,1336227240,52.1,1336266840,1336262400,rain,,
2012-05-06,1336291200,Partly cloudy throughout the day.,clear-day,1336309560,1336372980,0.54,0,0,0,54.44,1336347360,37.56,1336402680,53.94,1336347360,34.47,1336403100,28.41,0.52,1006.1,6.45,27.66,1336360380,53,0.26,5,1336341120,9.997,33.5,1336313160,54.44,1336347360,30.4,1336312860,53.94,1336347360,,,,
2012-05-07,1336377600,Partly cloudy throughout the day.,partly-cloudy-day,1336395720,1336459560,0.58,0,0,0,52.67,1336433100,31.84,1336478700,52.36,1336432980,28.3,1336492560,27.48,0.5,1004.9,5.99,19.95,1336448700,334,0.43,4,1336433400,9.997,36.73,1336460400,52.67,1336433100,31.78,1336460400,52.36,1336432980,,,,
2012-05-08,1336464000,Mostly cloudy throughout the day.,partly-cloudy-day,1336481940,1336546200,0.62,0,0,0,48.84,1336531200,33.53,1336557600,48.27,1336532160,34.02,1336557600,24.72,0.55,1004.3,4.18,20.49,1336467540,324,0.62,5,1336512360,9.997,31.84,1336478700,48.84,1336531200,28.3,1336492560,48.27,1336532160,,,,
2012-05-09,1336550400,Partly cloudy throughout the day.,partly-cloudy-day,1336568100,1336632780,0.66,0,0,0,56.02,1336616340,34.56,1336647600,55.52,1336616340,31.16,1336647960,24.12,0.47,1001.5,3.26,12.65,1336592700,327,0.42,5,1336600440,9.927,33.53,1336557600,56.02,1336616340,34.02,1336557600,55.52,1336616340,,,,
2012-05-10,1336636800,Clear throughout the day.,clear-day,1336654320,1336719360,0.69,0,0,0,56.62,1336685580,41.31,1336750800,56.12,1336685580,37.26,1336747560,21.52,0.4,995.4,5.78,26.38,1336690620,121,0.11,5,1336686840,9.997,34.56,1336647600,56.62,1336685580,31.16,1336647960,56.12,1336685580,,,,
2012-05-11,1336723200,Clear throughout the day.,clear-day,1336740480,1336806000,0.73,0,0,0,56.54,1336769940,38.55,1336827600,56.04,1336769940,37.15,1336827600,22.55,0.37,993.7,7.88,33.34,1336773660,150,0.13,5,1336772640,9.997,41.31,1336750800,56.54,1336769940,37.26,1336747560,56.04,1336769940,,,,
2012-05-12,1336809600,Mostly cloudy throughout the day.,partly-cloudy-day,1336826700,1336892580,0.76,0,0,0,58.23,1336871040,35.47,1336913400,57.73,1336871040,36.05,1336914000,22.27,0.35,998.9,3.95,22.17,1336889340,88,0.58,4,1336855440,9.903,38.55,1336827600,58.23,1336871040,37.15,1336827600,57.73,1336871040,,,,
2012-05-13,1336896000,Partly cloudy throughout the day.,partly-cloudy-day,1336912920,1336979220,0.79,0,0,0,54.14,1336942800,28.48,1337000820,53.64,1336942800,28.52,1336997880,20.47,0.36,1008.3,3.97,18.41,1336932120,228,0.4,3,1336935960,9.997,35.47,1336913400,54.14,1336942800,36.05,1336914000,53.64,1336942800,,,,
2012-05-14,1336982400,Partly cloudy throughout the day.,clear-day,1336999080,1337065800,0.82,0,0,0,54.15,1337029260,35.37,1337081100,53.67,1337029380,34.37,1337097060,27.83,0.56,1016.6,3.78,21.83,1337047320,261,0.25,4,1337036220,9.997,28.48,1337000820,54.15,1337029260,28.52,1336997880,53.67,1337029380,,,,
2012-05-15,1337068800,Mostly cloudy throughout the day.,partly-cloudy-day,1337085300,1337152380,0.85,0,0,0,52.34,1337137200,32.4,1337174040,51.84,1337137200,32.89,1337174040,28.96,0.59,1023.9,3.43,18.65,1337118660,266,0.84,3,1337112840,9.856,35.37,1337081100,52.56,1337139000,34.37,1337097060,52.06,1337139000,,,,
2012-05-16,1337155200,Clear throughout the day.,clear-day,1337171520,1337239020,0.89,0,0,0,59.71,1337221560,37.39,1337245860,59.21,1337221560,36.47,1337250960,23.91,0.44,1026.5,2.82,16.08,1337223900,76,0.02,5,1337206260,9.997,32.4,1337174040,59.71,1337221560,32.89,1337174040,59.21,1337221560,,,,
2012-05-17,1337241600,Clear throughout the day.,clear-day,1337257680,1337325600,0.92,0,0,0,65.62,1337308200,31.51,1337346720,65.12,1337308200,32,1337346720,20.91,0.31,1020.8,5,23.15,1337285220,71,0,5,1337291640,9.997,37.39,1337245860,65.62,1337308200,36.47,1337250960,65.12,1337308200,,,,
2012-05-18,1337328000,Clear throughout the day.,clear-day,1337343900,1337412240,0.95,0,0,0,66.95,1337395680,36.37,1337433480,66.45,1337395680,36.99,1337433420,19.13,0.31,1012.5,1.9,16.07,1337385540,85,0.04,5,1337378040,9.997,31.51,1337346720,66.95,1337395680,32,1337346720,66.45,1337395680,,,,
2012-05-19,1337414400,Clear throughout the day.,clear-day,1337430120,1337498820,0.98,0,0,0,66.57,1337468640,40.51,1337511360,66.07,1337468640,41,1337511360,22.72,0.32,1008,2.23,18.78,1337490720,176,0.12,5,1337461800,9.997,36.37,1337433480,66.57,1337468640,36.99,1337433420,66.07,1337468640,,,,
2012-05-20,1337500800,Clear throughout the day.,clear-day,1337516280,1337585400,0.01,0,0,0,65.06,1337552100,43.12,1337607480,64.56,1337552100,43.61,1337607480,25.79,0.33,1007.1,2.19,25.18,1337547600,131,0.13,5,1337550180,9.809,40.51,1337511360,65.06,1337552100,41,1337511360,64.56,1337552100,,,,
2012-05-21,1337587200,Clear throughout the day.,clear-day,1337602500,1337672040,0.04,0,0,0,70.14,1337641620,50.09,1337686080,69.64,1337641620,50.58,1337686080,28.62,0.35,1002.5,2.23,19.86,1337644080,93,0.18,5,1337637240,9.997,43.12,1337607480,70.14,1337641620,43.61,1337607480,69.64,1337641620,,,,
2012-05-22,1337673600,Partly cloudy throughout the day.,partly-cloudy-day,1337688720,1337758620,0.07,0,0,0,73.95,1337727900,49.5,1337782020,73.45,1337727900,49.99,1337782020,33.56,0.35,1003.5,3.61,20.85,1337730720,82,0.36,5,1337724300,9.997,50.09,1337686080,73.95,1337727900,50.58,1337686080,73.45,1337727900,,,,
2012-05-23,1337760000,Mostly cloudy throughout the day.,cloudy,1337774940,1337845200,0.1,0,0,0,66.54,1337824740,42.14,1337862840,66.04,1337824740,42.63,1337862840,43.69,0.59,1012.7,2.39,11.24,1337809980,273,0.88,4,1337803380,9.997,49.5,1337782020,66.54,1337824740,49.99,1337782020,66.04,1337824740,1337788800,,,
2012-05-24,1337846400,Overcast throughout the day.,partly-cloudy-day,1337861160,1337931840,0.13,0,0,0,68.62,1337908560,49.47,1337955660,68.12,1337908560,49.96,1337955660,41.71,0.59,1015.4,1.18,18.4,1337911320,199,0.76,5,1337893260,9.997,42.14,1337862840,68.62,1337908560,42.63,1337862840,68.12,1337908560,,,,
2012-05-25,1337932800,Light rain throughout the day.,rain,1337947380,1338018420,0.16,0.0105,0.0498,1,52.44,1337995800,41.5,1338040440,51.94,1337995800,41.99,1338040440,46.01,0.83,1007.9,2.55,20.74,1337995440,224,0.99,3,1337982840,9.366,46.26,1338015600,57.74,1337932800,46.28,1338009060,57.24,1337932800,1337968680,rain,,
2012-05-26,1338019200,Mostly cloudy throughout the day.,partly-cloudy-day,1338033600,1338105000,0.19,0,0,0,61.34,1338077040,46.99,1338127080,60.84,1338077040,46.71,1338127020,40.38,0.66,1001.5,3.03,16.13,1338059160,242,0.59,6,1338069060,9.997,41.5,1338040440,61.34,1338077040,41.99,1338040440,60.84,1338077040,1338032100,,,
2012-05-27,1338105600,Mostly cloudy throughout the day.,partly-cloudy-day,1338119820,1338191640,0.23,0,0,0,64.54,1338174000,40.54,1338209940,64.04,1338174000,39.4,1338209940,38.31,0.55,1004.2,2.7,11.83,1338152160,263,0.7,4,1338149160,9.997,46.99,1338127080,64.54,1338174000,46.71,1338127020,64.04,1338174000,,,,
2012-05-28,1338192000,Mostly cloudy throughout the day.,partly-cloudy-day,1338206040,1338278220,0.26,0,0,0,65.01,1338252360,47.24,1338301260,64.51,1338252360,47.73,1338301260,36.35,0.5,1007,1.67,13.31,1338244800,64,0.51,5,1338235380,9.997,40.54,1338209940,65.01,1338252360,39.4,1338209940,64.51,1338252360,,,,
2012-05-29,1338278400,Light rain in the morning and afternoon.,rain,1338292260,1338364800,0.3,0.0057,0.0611,1,59.56,1338346800,44.53,1338382500,59.06,1338346800,43.36,1338382620,39.01,0.61,1000.8,2.42,17.28,1338332760,162,0.69,4,1338335760,9.499,47.24,1338301260,61.57,1338352200,47.73,1338301260,61.07,1338352200,1338303000,rain,,
2012-05-30,1338364800,Clear throughout the day.,clear-day,1338378480,1338451380,0.34,0,0,0,68.85,1338427500,39.55,1338469200,68.35,1338427500,40.04,1338469200,28.21,0.35,996.8,2.87,13.67,1338382860,99,0.17,6,1338414900,9.997,44.53,1338382500,68.85,1338427500,43.36,1338382620,68.35,1338427500,,,,
2012-05-31,1338451200,Clear throughout the day.,clear-day,1338464700,1338537960,0.37,0,0,0,69.55,1338515820,49.53,1338548460,69.05,1338515820,50.02,1338548460,32.15,0.42,997.8,1.76,18.43,1338526980,204,0.26,6,1338501300,9.997,39.55,1338469200,69.55,1338515820,40.04,1338469200,69.05,1338515820,,,,
2013-04-01,1364803200,Flurries in the morning.,snow,1364829120,1364878200,0.71,0.0014,0.0113,0.99,36.62,1364857800,8.53,1364918220,36.18,1364858340,9.02,1364918220,24.19,0.76,1019.5,2.32,11.2,1364871480,337,0.93,2,1364853600,8.488,26.04,1364834280,36.62,1364857800,24.93,1364842620,36.18,1364858340,1364808600,snow,0.35,
