Date,Date,sunriseTime,sunsetTime,moonPhase,humidity,windSpeed,windBearing,cloudCover,uvIndex,temperatureMin,temperatureMax,precipType,precipIntensity,precipAccumulation,winningTime,iceThickness,flowVolume
0,1989-01-01,599687760.0,599702820.0,0.81,0.83,4.67,148.0,0.18,0.0,3.68,25.8,None,0.0,0.0,0,42.0,7600
1,1989-01-02,599774040.0,599789340.0,0.84,0.8,4.3,131.0,0.16,0.0,-8.27,24.93,None,0.0,0.0,0,42.0,7600
2,1989-01-03,599860380.0,599875920.0,0.88,0.69,2.26,104.0,0.22,0.0,-10.28,4.69,None,0.0,0.0,0,42.0,7600
3,1989-01-04,599946720.0,599962440.0,0.91,0.6,7.51,69.0,0.17,0.0,-16.58,7.67,None,0.0,0.0,0,42.0,7600
4,1989-01-05,600033000.0,600048960.0,0.94,0.71,7.3,78.0,0.13,0.0,2.57,14.7,None,0.0,0.0,0,42.0,7600
5,1989-01-06,600119280.0,600135540.0,0.98,0.69,10.3,66.0,0.13,0.0,5.76,17.79,None,0.0,0.0,0,42.0,7600
6,1989-01-07,600205560.0,600222120.0,0.02,0.84,2.7,298.0,0.22,0.0,2.79,9.71,None,0.0,0.0,0,42.0,7600
7,1989-01-08,600291840.0,600308640.0,0.05,0.82,4.2,76.0,0.1,0.0,-8.68,7.17,None,0.0,0.0,0,42.0,7600
8,1989-01-09,600378120.0,600395220.0,0.09,0.83,3.52,79.0,0.19,0.0,-4.24,3.84,None,0.0,0.0,0,42.0,7600
9,1989-01-10,600464400.0,600481800.0,0.13,0.76,10.79,74.0,0.11,0.0,-0.26,17.79,None,0.0,0.0,0,42.0,7600
10,1989-01-11,600550680.0,600568380.0,0.16,0.69,10.25,76.0,0.19,0.0,12.69,28.78,None,0.0,0.0,0,42.0,7600
11,1989-01-12,600636960.0,600654960.0,0.2,0.79,10.3,243.0,0.18,0.0,-4.27,16.7,None,0.0,0.0,0,42.0,7600
12,1989-01-13,600723240.0,600741540.0,0.24,0.72,2.51,267.0,0.39,0.0,-29.39,-4.29,None,0.0,0.0,0,42.0,7600
13,1989-01-14,600809460.0,600828120.0,0.27,0.61,2.32,293.0,0.0,0.0,-28.25,-13.22,None,0.0,0.0,0,42.0,7600
14,1989-01-15,600895740.0,600914700.0,0.31,0.61,2.05,259.0,0.05,0.0,-33.3,-20.19,None,0.0,0.0,0,42.0,7600
15,1989-01-16,600981960.0,601001340.0,0.34,0.61,3.5,275.0,0.01,0.0,-36.84,-26.35,None,0.0,0.0,0,42.0,7600
16,1989-01-17,601068240.0,601087920.0,0.38,0.62,1.76,296.0,0.03,0.0,-32.41,-26.24,None,0.0,0.0,0,42.0,7600
17,1989-01-18,601154460.0,601174500.0,0.41,0.59,2.12,106.0,0.02,0.0,-51.21,-31.37,None,0.0,0.0,0,42.0,7600
18,1989-01-19,601240680.0,601261080.0,0.45,0.63,1.58,240.0,0.03,0.0,-54.42,-43.27,None,0.0,0.0,0,42.0,7600
19,1989-01-20,601326960.0,601347720.0,0.48,0.69,1.17,100.0,0.0,0.0,-60.28,-49.12,None,0.0,0.0,0,42.0,7000
20,1989-01-21,601413180.0,601434300.0,0.51,0.63,1.9,180.0,0.0,0.0,-61.43,-51.16,None,0.0,0.0,0,42.0,7000
21,1989-01-22,601499400.0,601520880.0,0.54,0.615,0.0,0.0,0.0,0.0,-59.345,-49.715,None,0.0,0.0,0,42.0,7000
22,1989-01-23,601585620.0,601607520.0,0.57,0.615,1.21,96.0,0.0,0.0,-57.26,-48.27,None,0.0,0.0,0,42.0,7000
23,1989-01-24,601671840.0,601694100.0,0.6,0.6,1.74,257.0,0.0,0.0,-62.16,-47.12,None,0.0,0.0,0,42.0,7000
24,1989-01-25,601758060.0,601780740.0,0.63,0.54,3.46,269.0,0.09,0.0,-47.25,-38.09,None,0.0,0.0,0,42.0,7000
25,1989-01-26,601844280.0,601867320.0,0.66,0.4,3.51,247.0,0.0,0.0,-53.51,-45.24,None,0.0,0.0,0,42.0,7000
26,1989-01-27,601930500.0,601953960.0,0.69,0.375,2.57,269.0,0.0,0.0,-62.16,-50.19,None,0.0,0.0,0,42.0,6600
27,1989-01-28,602016720.0,602040540.0,0.72,0.35,3.47,252.0,0.0,0.0,-54.31,-43.08,None,0.0,0.0,0,42.0,6600
28,1989-01-29,602102940.0,602127120.0,0.75,0.32,3.01,93.0,0.0,0.0,-59.35,-43.16,None,0.0,0.0,0,42.0,6600
29,1989-01-30,602189160.0,602213760.0,0.79,0.35,1.6,96.0,0.0,0.0,-65.35,-47.03,None,0.0,0.0,0,42.0,6600
30,1989-01-31,602275380.0,602300340.0,0.82,0.34,2.02,249.0,0.0,0.0,-58.28,-40.32,None,0.0,0.0,0,42.0,6600
31,1989-02-01,602361600.0,602386980.0,0.85,0.41,4.27,82.0,0.0,0.0,-46.27,-9.81,None,0.0,0.0,0,42.0,6000
32,1989-02-02,602447820.0,602473560.0,0.89,0.55,8.46,74.0,0.0,0.0,-26.23,3.26,None,0.0,0.0,0,42.0,6000
33,1989-02-03,602534040.0,602560200.0,0.92,0.52,5.05,76.0,0.0,0.0,-27.34,1.55,None,0.0,0.0,0,42.0,6000
34,1989-02-04,602620200.0,602646780.0,0.96,0.56,2.62,273.0,0.0,0.0,-36.82,-8.32,None,0.0,0.0,0,42.0,6000
35,1989-02-05,602706420.0,602733360.0,1.0,0.53,1.96,238.0,0.0,0.0,-25.49,-6.35,None,0.0,0.0,0,42.0,6000
36,1989-02-06,602792640.0,602820000.0,0.04,0.63,1.77,146.0,0.1,0.0,-22.51,2.78,None,0.0,0.0,0,42.0,5800
37,1989-02-07,602878860.0,602906580.0,0.07,0.38,8.09,80.0,0.11,0.0,-3.14,15.78,None,0.0,0.0,0,42.0,5800
38,1989-02-08,602965020.0,602993220.0,0.11,0.73,6.52,87.0,0.28,0.0,14.74,23.83,None,0.0,0.0,0,42.0,5800
39,1989-02-09,603051240.0,603079800.0,0.15,0.83,7.12,89.0,0.1,0.0,16.78,25.92,None,0.0,0.0,0,42.0,5800
40,1989-02-10,603137460.0,603166380.0,0.19,0.77,5.2,89.0,0.07,0.0,15.44,24.93,None,0.0,0.0,0,42.0,5800
41,1989-02-11,603223620.0,603253020.0,0.22,0.81,7.81,231.0,0.26,0.0,22.7,36.52,None,0.0,0.0,0,42.0,5800
42,1989-02-12,603309840.0,603339600.0,0.26,0.89,6.68,236.0,0.22,0.0,23.81,34.6,None,0.0,0.0,0,42.0,5800
43,1989-02-13,603396060.0,603426180.0,0.29,0.9,2.9,95.0,0.02,0.0,2.43,24.82,None,0.0,0.0,0,42.0,5800
44,1989-02-14,603482220.0,603512820.0,0.33,0.88,1.63,263.0,0.28,0.0,0.71,13.71,None,0.0,0.0,0,42.0,5800
45,1989-02-15,603568440.0,603599400.0,0.36,0.87,2.06,55.0,0.22,0.0,7.77,22.64,None,0.0,0.0,0,42.0,5800
46,1989-02-16,603654600.0,603685980.0,0.39,0.74,8.79,70.0,0.0,0.0,11.74,26.86,None,0.0,0.0,0,42.0,5800
47,1989-02-17,603740820.0,603772620.0,0.43,0.63,9.65,67.0,0.03,0.0,18.75,27.72,None,0.0,0.0,0,42.0,5800
48,1989-02-18,603826980.0,603859200.0,0.46,0.78,3.05,98.0,0.04,0.0,-9.42,18.68,None,0.0,0.0,0,42.0,5800
49,1989-02-19,603913200.0,603945780.0,0.49,0.52,2.36,257.0,0.0,0.0,-16.71,13.84,None,0.0,0.0,0,42.0,5800
50,1989-02-20,603999360.0,604032420.0,0.52,0.57,2.48,31.0,0.0,0.0,-14.55,13.69,None,0.0,0.0,0,42.0,5800
51,1989-02-21,604085580.0,604119000.0,0.55,0.65,3.48,354.0,0.18,1.0,-1.33,22.64,None,0.0,0.0,0,42.0,5800
52,1989-02-22,604171800.0,604205580.0,0.58,0.73,5.84,252.0,0.22,1.0,-10.25,26.99,None,0.0,0.0,0,42.0,5800
53,1989-02-23,604257960.0,604292160.0,0.61,0.62,3.96,83.0,0.19,1.0,-18.59,13.79,None,0.0,0.0,0,42.0,5800
54,1989-02-24,604344180.0,604378740.0,0.64,0.66,8.83,72.0,0.22,1.0,6.68,22.67,None,0.0,0.0,0,42.0,5800
55,1989-02-25,604430340.0,604465380.0,0.67,0.77,9.48,233.0,0.22,1.0,22.7,38.64,None,0.0,0.0,0,42.0,5800
56,1989-02-26,604516500.0,604551960.0,0.7,0.71,7.81,248.0,0.06,1.0,-4.22,22.67,None,0.0,0.0,0,42.0,5800
57,1989-02-27,604602720.0,604638540.0,0.73,0.49,4.61,86.0,0.0,1.0,-15.3,9.71,None,0.0,0.0,0,42.0,5800
58,1989-02-28,604688880.0,604725120.0,0.76,0.43,4.84,85.0,0.22,1.0,3.59,27.37,None,0.0,0.0,0,42.0,5800
59,1989-03-01,604775100.0,604811700.0,0.8,0.7,8.42,236.0,0.29,1.0,20.58,29.65,None,0.0,0.0,0,42.0,6000
60,1989-03-02,604861260.0,604898280.0,0.83,0.68,8.59,266.0,0.1,1.0,-7.38,29.07,None,0.0,0.0,0,42.0,6000
61,1989-03-03,604947480.0,604984920.0,0.87,0.5,5.84,344.0,0.05,1.0,-19.23,1.84,None,0.0,0.0,0,42.0,6000
62,1989-03-04,605033640.0,605071500.0,0.9,0.51,2.52,6.0,0.0,1.0,-30.34,4.69,None,0.0,0.0,0,42.0,6000
63,1989-03-05,605119860.0,605158080.0,0.94,0.56,1.76,216.0,0.01,1.0,-38.53,0.74,None,0.0,0.0,0,42.0,6000
64,1989-03-06,605206020.0,605244660.0,0.98,0.55,3.39,96.0,0.0,1.0,-27.43,1.76,None,0.0,0.0,0,42.0,6000
65,1989-03-07,605292180.0,605331240.0,0.02,0.54,2.24,93.0,0.15,1.0,-14.76,3.8,None,0.0,0.0,0,42.0,6000
66,1989-03-08,605378400.0,605417820.0,0.06,0.475,3.19,31.0,0.0,1.0,-27.34,4.89,None,0.0,0.0,0,42.0,6000
67,1989-03-09,605464560.0,605504400.0,0.1,0.41,6.33,74.0,0.0,1.0,-30.6,8.78,None,0.0,0.0,0,42.0,6000
68,1989-03-10,605550780.0,605590980.0,0.14,0.31,9.6,78.0,0.22,1.0,1.5,18.7,None,0.0,0.0,0,42.0,6000
69,1989-03-11,605636940.0,605677560.0,0.17,0.36,9.35,71.0,0.03,0.0,7.64,25.7,None,0.0,0.0,0,42.0,6000
70,1989-03-12,605723100.0,605764140.0,0.21,0.41,6.7,59.0,0.0,1.0,11.74,34.58,None,0.0,0.0,0,42.0,6000
71,1989-03-13,605809320.0,605850720.0,0.24,0.43,2.53,109.0,0.0,1.0,-5.32,30.85,None,0.0,0.0,0,42.0,6000
72,1989-03-14,605895480.0,605937300.0,0.28,0.57,2.16,295.0,0.0,1.0,-7.57,35.63,None,0.0,0.0,0,42.0,6000
73,1989-03-15,605981700.0,606023880.0,0.31,0.5,2.74,290.0,0.0,1.0,-4.33,30.76,None,0.0,0.0,0,42.0,6000
74,1989-03-16,606067860.0,606110460.0,0.34,0.56,3.1,324.0,0.0,1.0,-3.14,24.8,None,0.0,0.0,0,37.5,6200
75,1989-03-17,606154020.0,606197040.0,0.37,0.6,4.65,3.0,0.1,1.0,-10.25,20.65,None,0.0,0.0,0,37.5,6200
76,1989-03-18,606240240.0,606283620.0,0.4,0.5,5.55,15.0,0.24,2.0,1.7,11.75,None,0.0,0.0,0,37.5,6200
77,1989-03-19,606326400.0,606370200.0,0.43,0.43,4.18,322.0,0.06,2.0,-5.48,14.8,None,0.0,0.0,0,37.5,6200
78,1989-03-20,606412560.0,606456780.0,0.46,0.5,4.99,325.0,0.12,2.0,-0.26,11.69,None,0.0,0.0,0,37.5,6200
79,1989-03-21,606498780.0,606543360.0,0.49,0.7,2.93,331.0,0.2,1.0,-14.7,11.69,None,0.0,0.0,0,37.5,6200
80,1989-03-22,606584940.0,606630000.0,0.53,0.68,4.07,321.0,0.04,2.0,0.08,18.73,None,0.0,0.0,0,37.5,6200
81,1989-03-23,606671160.0,606716580.0,0.56,0.62,4.78,311.0,0.09,2.0,4.76,25.68,None,0.0,0.0,0,37.5,6200
82,1989-03-24,606757320.0,606803160.0,0.59,0.46,4.48,320.0,0.05,2.0,-3.62,24.8,None,0.0,0.0,0,37.5,6200
83,1989-03-25,606843480.0,606889740.0,0.62,0.44,4.41,340.0,0.0,2.0,0.62,30.74,None,0.0,0.0,0,40.5,6200
84,1989-03-26,606929700.0,606976320.0,0.65,0.41,7.33,46.0,0.0,2.0,-1.21,22.75,None,0.0,0.0,0,40.5,6200
85,1989-03-27,607015860.0,607062900.0,0.68,0.32,9.48,66.0,0.0,2.0,4.76,20.77,None,0.0,0.0,0,40.5,6200
86,1989-03-28,607102020.0,607149480.0,0.71,0.39,3.28,336.0,0.0,2.0,-18.28,17.79,None,0.0,0.0,0,41.5,6200
87,1989-03-29,607188240.0,607236060.0,0.74,0.51,2.35,102.0,0.0,2.0,-23.58,22.65,None,0.0,0.0,0,41.5,6200
88,1989-03-30,607274400.0,607322640.0,0.78,0.41,4.36,91.0,0.0,2.0,-13.27,26.8,None,0.0,0.0,0,41.5,6200
89,1989-03-31,607360560.0,607409220.0,0.81,0.51,1.7,35.0,0.04,2.0,-17.45,28.97,None,0.0,0.0,0,41.5,6200
90,1989-04-01,607446780.0,607495800.0,0.85,0.4,2.66,299.0,0.0,2.0,-10.25,34.54,None,0.0,0.0,0,41.5,6200
91,1989-04-02,607532940.0,607582380.0,0.89,0.77,1.28,271.0,0.0,2.0,-6.6,25.68,None,0.0,0.0,0,41.5,6200
92,1989-04-03,607619160.0,607668960.0,0.92,0.6,4.46,259.0,0.21,2.0,-0.33,30.73,None,0.0,0.0,0,41.5,6200
93,1989-04-04,607705320.0,607755540.0,0.96,0.7,3.07,210.0,0.23,2.0,4.57,31.68,None,0.0,0.0,0,42.0,6200
94,1989-04-05,607791480.0,607842120.0,0.0,0.74,3.04,256.0,0.26,3.0,18.75,34.54,None,0.0,0.0,0,42.0,6200
95,1989-04-06,607877700.0,607928700.0,0.04,0.7,2.44,87.0,0.3,3.0,6.63,37.58,None,0.0,0.0,0,42.0,6200
96,1989-04-08,608050020.0,608101860.0,0.12,0.625,0.0,0.0,0.28,3.0,16.675,43.53,None,0.0,0.0,0,42.0,6200
97,1989-04-09,608136240.0,608188440.0,0.16,0.625,0.0,0.0,0.28,3.0,16.675,43.53,None,0.0,0.0,0,42.0,6200
98,1989-04-10,608222400.0,608275020.0,0.19,0.625,0.0,0.0,0.28,1.0,16.675,43.53,None,0.0,0.0,0,43.0,6200
99,1989-04-11,608308560.0,608361600.0,0.23,0.55,4.01,271.0,0.26,3.0,26.72,49.48,None,0.0,0.0,0,43.0,6400
100,1989-04-12,608394780.0,608448180.0,0.26,0.62,3.18,126.0,0.28,3.0,23.7,50.57,None,0.0,0.0,0,40.0,6600
101,1989-04-13,608480940.0,608534760.0,0.29,0.65,5.62,83.0,0.0,3.0,22.51,48.56,None,0.0,0.0,0,40.0,7000
102,1989-04-17,608825700.0,608881140.0,0.41,0.605,0.0,0.0,0.12,2.0,30.535000000000004,50.56,None,0.0,0.0,0,40.0,9400
103,1989-04-25,609515160.0,609573900.0,0.66,0.605,0.0,0.0,0.12,4.0,30.535000000000004,50.56,None,0.0,0.0,0,40.0,21000
104,1989-04-27,609687540.0,609747060.0,0.73,0.56,4.33,22.0,0.24,4.0,38.56,52.56,None,0.0,0.0,0,40.0,30000
105,1989-04-28,609773700.0,609833700.0,0.76,0.6,4.81,194.0,0.26,4.0,32.58,60.63,None,0.0,0.0,0,40.0,35000
106,1989-04-29,609859920.0,609920280.0,0.8,0.55,2.87,343.0,0.19,4.0,30.67,60.63,None,0.0,0.0,0,40.0,45000
107,1989-04-30,609946080.0,610006860.0,0.83,0.52,4.49,310.0,0.05,4.0,30.67,56.49,None,0.0,0.0,0,40.0,54000
108,1989-05-01,610032300.0,610093440.0,0.87,0.47,3.72,277.0,0.14,4.0,36.22,61.53,None,0.0,0.0,2020-03-25 20:14:00,40.0,62000
109,1989-05-02,610118460.0,610180080.0,0.91,0.84,5.01,238.0,0.38,4.0,35.53,48.73,None,0.0,0.0,0,40.0,70000
110,1989-05-03,610204680.0,610266660.0,0.95,0.77,2.28,21.0,0.42,4.0,31.45,54.51,None,0.0,0.0,0,40.0,64000
111,1989-05-04,610290840.0,610353300.0,0.99,0.84,5.18,237.0,0.4,4.0,37.43,44.72,None,0.0,0.0,0,40.0,58300
112,1989-05-05,610377060.0,610439880.0,0.03,0.64,3.18,65.0,0.3,4.0,25.75,50.54,None,0.0,0.0,0,40.0,51800
113,1989-05-06,610463220.0,610526460.0,0.07,0.61,5.12,328.0,0.12,4.0,31.33,53.75,None,0.0,0.0,0,40.0,47600
114,1989-05-07,610549440.0,610613100.0,0.1,0.62,3.96,280.0,0.31,4.0,29.69,57.6,None,0.0,0.0,0,40.0,43200
115,1989-05-08,610635600.0,610699680.0,0.14,0.78,8.19,253.0,0.35,5.0,28.51,45.5,None,0.0,0.0,0,40.0,39400
116,1989-05-09,610721820.0,610786260.0,0.17,0.79,4.64,237.0,0.17,5.0,27.72,44.7,None,0.0,0.0,0,40.0,38400
117,1989-05-10,610807980.0,610872900.0,0.21,0.7,5.42,16.0,0.34,5.0,30.05,43.59,None,0.0,0.0,0,40.0,37800
118,1989-05-11,610894200.0,610959480.0,0.24,0.62,6.2,341.0,0.05,5.0,26.72,38.49,None,0.0,0.0,0,40.0,36600
119,1989-05-12,610980360.0,611046120.0,0.27,0.56,3.78,39.0,0.29,5.0,21.64,49.78,None,0.0,0.0,0,40.0,34500
120,1989-05-13,611066580.0,611132700.0,0.3,0.5,6.18,50.0,0.27,5.0,36.41,52.54,None,0.0,0.0,0,40.0,31900
121,1989-05-14,611152800.0,611219280.0,0.33,0.59,5.49,68.0,0.24,5.0,32.45,58.47,None,0.0,0.0,0,40.0,30100
122,1989-05-15,611238960.0,611305920.0,0.36,0.78,5.56,292.0,0.21,5.0,37.29,47.48,None,0.0,0.0,0,40.0,28900
123,1989-05-16,611325180.0,611392500.0,0.39,0.49,7.83,264.0,0.0,5.0,31.58,49.5,None,0.0,0.0,0,40.0,28900
124,1989-05-17,611411400.0,611479140.0,0.42,0.49,5.83,104.0,0.0,5.0,24.67,58.58,None,0.0,0.0,0,40.0,30900
125,1989-05-18,611497560.0,611565720.0,0.45,0.48,6.59,254.0,0.0,5.0,38.34,55.59,None,0.0,0.0,0,40.0,31400
126,1989-05-19,611583780.0,611652360.0,0.48,0.49,6.38,254.0,0.0,5.0,39.48,52.6,None,0.0,0.0,0,40.0,30000
127,1989-05-20,611670000.0,611738940.0,0.51,0.45,2.93,273.0,0.0,5.0,39.32,61.72,None,0.0,0.0,0,40.0,28800
128,1989-05-21,611756220.0,611825520.0,0.55,0.65,6.22,251.0,0.0,5.0,40.55,54.51,None,0.0,0.0,0,40.0,29300
129,1989-05-22,611842380.0,611912160.0,0.58,0.69,4.92,250.0,0.0,5.0,35.45,42.63,None,0.0,0.0,0,40.0,30900
130,1989-05-23,611928600.0,611998740.0,0.61,0.63,3.15,305.0,0.0,5.0,34.62,48.7,None,0.0,0.0,0,40.0,30800
131,1989-05-24,612014820.0,612085320.0,0.65,0.57,3.39,307.0,0.0,5.0,38.56,58.68,None,0.0,0.0,0,40.0,29700
132,1989-05-25,612101040.0,612171960.0,0.68,0.49,3.32,333.0,0.0,5.0,35.51,65.48,None,0.0,0.0,0,40.0,28700
133,1989-05-26,612187260.0,612258540.0,0.72,0.43,6.06,171.0,0.0,5.0,36.59,67.49,None,0.0,0.0,0,40.0,32600
134,1989-05-27,612273480.0,612345120.0,0.75,0.42,8.55,121.0,0.0,6.0,39.42,65.54,None,0.0,0.0,0,40.0,36100
135,1989-05-28,612359700.0,612431700.0,0.79,0.45,5.78,174.0,0.0,6.0,44.45,67.46,None,0.0,0.0,0,40.0,36900
136,1989-05-29,612445920.0,612518340.0,0.82,0.47,3.98,155.0,0.0,6.0,40.32,70.71,None,0.0,0.0,0,40.0,37500
137,1989-05-30,612532140.0,612604920.0,0.86,0.5,6.54,162.0,0.0,6.0,44.44,67.53,None,0.0,0.0,0,40.0,38300
138,1989-05-31,612618360.0,612691500.0,0.9,0.49,5.22,185.0,0.0,6.0,37.17,67.52,None,0.0,0.0,0,40.0,42500
139,1990-01-01,631223760.0,631238820.0,0.17,0.65,0.0,0.0,0.0,0.0,-54.5,-21.36,None,0.0,0.0,0,40.0,8200
140,1990-01-02,631310100.0,631325340.0,0.21,0.59,0.0,0.0,0.18,0.0,-26.23,-2.07,None,0.0,0.0,0,40.0,8100
141,1990-01-03,631396380.0,631411860.0,0.24,0.57,0.0,0.0,0.27,0.0,-13.17,0.8,None,0.0,0.0,0,40.0,8100
142,1990-01-04,631482720.0,631498380.0,0.28,0.64,5.33,300.0,0.03,0.0,-22.61,1.32,None,0.0,0.0,0,40.0,8000
143,1990-01-05,631569000.0,631584960.0,0.32,0.68,0.0,0.0,0.3,0.0,-26.27,-5.23,None,0.0,0.0,0,40.0,8000
144,1990-01-06,631655340.0,631671480.0,0.35,0.68,2.92,347.0,0.27,0.0,-29.36,-5.97,None,0.0,0.0,0,40.0,7900
145,1990-01-07,631741620.0,631758060.0,0.39,0.71,5.71,244.0,0.43,0.0,-13.26,-5.23,None,0.0,0.0,0,40.0,7800
146,1990-01-08,631827900.0,631844640.0,0.43,0.64,3.67,250.0,0.08,0.0,-31.65,-6.31,None,0.0,0.0,0,40.0,7800
147,1990-01-09,631914180.0,631931220.0,0.47,0.6,2.8,267.0,0.02,0.0,-43.98,-24.88,None,0.0,0.0,0,40.0,7700
148,1990-01-10,632000460.0,632017740.0,0.5,0.63,0.0,0.0,0.15,0.0,-50.34,-11.19,None,0.0,0.0,0,40.0,7600
149,1990-01-11,632086740.0,632104320.0,0.54,0.66,0.0,0.0,0.24,0.0,-15.26,-0.2,None,0.0,0.0,0,40.0,7600
150,1990-01-12,632173020.0,632190900.0,0.57,0.69,4.55,82.0,0.08,0.0,-18.28,-3.23,None,0.0,0.0,0,40.0,7600
151,1990-01-13,632259240.0,632277480.0,0.6,0.74,0.0,0.0,0.23,0.0,-20.31,21.31,None,0.0,0.0,0,40.0,7600
152,1990-01-14,632345520.0,632364060.0,0.64,0.84,0.0,0.0,0.09,0.0,-7.34,9.71,None,0.0,0.0,0,40.0,7600
153,1990-01-15,632431740.0,632450700.0,0.67,0.83,0.0,0.0,0.39,0.0,6.62,20.66,None,0.0,0.0,0,40.0,7600
154,1990-01-16,632518020.0,632537280.0,0.7,0.82,0.0,0.0,0.38,0.0,17.51,31.19,None,0.0,0.0,0,40.0,7600
155,1990-01-17,632604240.0,632623860.0,0.73,0.83,0.0,0.0,0.38,0.0,2.79,19.74,None,0.0,0.0,0,40.0,7600
156,1990-01-18,632690520.0,632710440.0,0.76,0.8,0.0,0.0,0.4,0.0,-2.34,2.73,None,0.0,0.0,0,40.0,7600
157,1990-01-19,632776740.0,632797080.0,0.79,0.7,0.0,0.0,0.0,0.0,-8.36,0.75,None,0.0,0.0,0,40.0,7600
158,1990-01-20,632862960.0,632883660.0,0.82,0.69,0.0,0.0,0.09,0.0,-8.3,1.78,None,0.0,0.0,0,40.0,7500
159,1990-01-21,632949240.0,632970240.0,0.85,0.72,0.0,0.0,0.11,0.0,-18.34,2.14,None,0.0,0.0,0,40.0,7500
160,1990-01-22,633035460.0,633056880.0,0.88,0.67,0.0,0.0,0.18,0.0,-21.3,-12.27,None,0.0,0.0,0,40.0,7500
161,1990-01-23,633121680.0,633143460.0,0.91,0.69,0.0,0.0,0.35,0.0,-20.32,-4.26,None,0.0,0.0,0,40.0,7500
162,1990-01-24,633207900.0,633230040.0,0.95,0.71,0.0,0.0,0.35,0.0,-10.25,-3.23,None,0.0,0.0,0,40.0,7500
163,1990-01-25,633294120.0,633316680.0,0.98,0.67,0.0,0.0,0.08,0.0,-32.39,-4.26,None,0.0,0.0,0,40.0,7500
164,1990-01-26,633380340.0,633403260.0,0.02,0.59,0.0,0.0,0.0,0.0,-43.28,-26.12,None,0.0,0.0,0,40.0,7500
165,1990-01-27,633466560.0,633489900.0,0.05,0.62,0.0,0.0,0.0,0.0,-49.29,-29.78,None,0.0,0.0,0,40.0,7500
166,1990-01-28,633552780.0,633576480.0,0.09,0.62,0.0,0.0,0.0,0.0,-49.62,-28.97,None,0.0,0.0,0,40.0,7500
167,1990-01-29,633639000.0,633663120.0,0.12,0.59,0.0,0.0,0.0,0.0,-47.25,-10.3,None,0.0,0.0,0,40.0,7500
168,1990-01-30,633725220.0,633749700.0,0.16,0.58,0.0,0.0,0.0,0.0,-33.31,-12.13,None,0.0,0.0,0,40.0,7400
169,1990-01-31,633811440.0,633836280.0,0.19,0.56,0.0,0.0,0.04,0.0,-16.36,-9.19,None,0.0,0.0,0,40.0,7400
170,1990-02-01,633897660.0,633922920.0,0.23,0.57,0.0,0.0,0.06,0.0,-24.28,-8.99,None,0.0,0.0,0,40.0,7400
171,1990-02-02,633983880.0,634009500.0,0.27,0.6,0.0,0.0,0.06,0.0,-35.26,-19.21,None,0.0,0.0,0,40.0,7400
172,1990-02-03,634070040.0,634096140.0,0.3,0.61,0.0,0.0,0.0,0.0,-44.28,-25.21,None,0.0,0.0,0,40.0,7400
173,1990-02-04,634156260.0,634182720.0,0.34,0.61,0.0,0.0,0.05,0.0,-47.25,-24.03,None,0.0,0.0,0,40.0,7400
174,1990-02-05,634242480.0,634269360.0,0.38,0.62,0.0,0.0,0.03,0.0,-46.54,-29.02,None,0.0,0.0,0,40.0,7400
175,1990-02-06,634328700.0,634355940.0,0.41,0.63,0.0,0.0,0.19,0.0,-48.13,-31.4,None,0.0,0.0,0,40.0,7400
176,1990-02-07,634414860.0,634442520.0,0.45,0.58,0.0,0.0,0.0,0.0,-53.52,-32.29,None,0.0,0.0,0,40.0,7400
177,1990-02-08,634501080.0,634529160.0,0.48,0.59,0.0,0.0,0.0,0.0,-48.11,-13.46,None,0.0,0.0,0,40.0,7400
178,1990-02-09,634587300.0,634615740.0,0.52,0.61,5.4,254.0,0.19,0.0,-42.31,-22.07,None,0.0,0.0,0,40.0,7300
179,1990-02-10,634673460.0,634702380.0,0.55,0.63,0.0,0.0,0.0,0.0,-43.67,-22.91,None,0.0,0.0,0,40.0,7300
180,1990-02-11,634759680.0,634788960.0,0.58,0.63,0.0,0.0,0.0,0.0,-44.31,-28.16,None,0.0,0.0,0,40.0,7300
181,1990-02-12,634845900.0,634875540.0,0.61,0.62,0.0,0.0,0.08,0.0,-46.44,-2.09,None,0.0,0.0,0,40.0,7300
182,1990-02-13,634932060.0,634962180.0,0.64,0.69,0.0,0.0,0.39,0.0,-11.34,5.65,None,0.0,0.0,0,40.0,7300
183,1990-02-14,635018280.0,635048760.0,0.67,0.68,0.0,0.0,0.35,0.0,-32.39,-2.15,None,0.0,0.0,0,40.0,7300
184,1990-02-15,635104500.0,635135340.0,0.7,0.66,0.0,0.0,0.1,0.0,-37.53,3.78,None,0.0,0.0,0,40.0,7300
185,1990-02-16,635190660.0,635221980.0,0.73,0.81,0.0,0.0,0.36,0.0,1.7,8.87,None,0.0,0.0,0,40.0,7300
186,1990-02-17,635276880.0,635308560.0,0.76,0.77,0.0,0.0,0.22,0.0,-16.47,2.76,None,0.0,0.0,0,40.0,7300
187,1990-02-18,635363040.0,635395140.0,0.79,0.66,0.0,0.0,0.15,0.0,-27.34,-12.27,None,0.0,0.0,0,40.0,7300
188,1990-02-19,635449260.0,635481780.0,0.83,0.66,2.71,273.0,0.02,0.0,-42.48,-17.22,None,0.0,0.0,0,40.0,7200
189,1990-02-20,635535420.0,635568360.0,0.86,0.61,0.0,0.0,0.0,0.0,-53.29,-16.03,None,0.0,0.0,0,40.0,7200
