Date,Date,sunriseTime,sunsetTime,moonPhase,humidity,windSpeed,windBearing,cloudCover,uvIndex,temperatureMin,temperatureMax,precipType,precipIntensity,precipAccumulation,winningTime,iceThickness,flowVolume
595,1993-01-22,727729800.0,727751340.0,0.01,0.6,1.48,354.0,0.0,0.0,-55.66,-45.53,None,0.0,0.0,0,47.0,7400
596,1993-01-23,727816020.0,727837920.0,0.05,0.61,1.86,284.0,0.0,0.0,-56.61,-49.41,None,0.0,0.0,0,47.0,7400
597,1993-01-24,727902240.0,727924500.0,0.08,0.58,1.7,28.0,0.0,0.0,-56.68,-45.53,None,0.0,0.0,0,47.0,7400
598,1993-01-25,727988460.0,728011140.0,0.11,0.51,1.95,177.0,0.0,0.0,-55.57,-42.46,None,0.0,0.0,0,47.0,7400
599,1993-01-26,728074680.0,728097720.0,0.14,0.44,2.04,312.0,0.01,0.0,-53.56,-19.36,None,0.0,0.0,0,47.0,7400
600,1993-01-27,728160900.0,728184360.0,0.17,0.63,2.48,336.0,0.29,0.0,-19.63,-7.52,None,0.0,0.0,0,47.0,7400
601,1993-01-28,728247120.0,728270940.0,0.2,0.61,5.2,308.0,0.34,0.0,-12.5,3.45,None,0.0,0.0,0,47.0,7400
602,1993-01-29,728333340.0,728357520.0,0.23,0.67,5.01,250.0,0.38,0.0,-4.48,4.52,None,0.0,0.0,0,47.0,7400
603,1993-01-30,728419560.0,728444160.0,0.26,0.6,3.29,351.0,0.02,0.0,-37.61,-4.53,None,0.0,0.0,0,47.0,7400
604,1993-01-31,728505780.0,728530740.0,0.29,0.61,5.48,254.0,0.07,0.0,-35.53,-19.49,None,0.0,0.0,0,47.0,7400
605,1993-02-01,728592000.0,728617380.0,0.32,0.55,3.85,73.0,0.0,0.0,-56.43,-35.39,None,0.0,0.0,0,47.0,7400
606,1993-02-02,728678220.0,728703960.0,0.36,0.62,4.74,126.0,0.12,0.0,-49.42,-31.5,None,0.0,0.0,0,47.0,7400
607,1993-02-03,728764380.0,728790600.0,0.4,0.59,2.7,253.0,0.0,0.0,-54.63,-40.48,None,0.0,0.0,0,47.0,7400
608,1993-02-04,728850600.0,728877180.0,0.43,0.5,6.27,46.0,0.17,0.0,-45.54,-4.25,None,0.0,0.0,0,47.0,7400
609,1993-02-05,728936820.0,728963820.0,0.47,0.56,5.4,28.0,0.27,0.0,-9.64,0.54,None,0.0,0.0,0,47.0,7400
610,1993-02-06,729023040.0,729050400.0,0.51,0.62,6.89,297.0,0.13,0.0,-14.63,1.4,None,0.0,0.0,0,47.0,7400
611,1993-02-07,729109200.0,729136980.0,0.55,0.58,7.3,104.0,0.06,0.0,-17.61,13.45,None,0.0,0.0,0,47.0,7400
612,1993-02-08,729195420.0,729223620.0,0.59,0.54,9.08,19.0,0.11,0.0,-9.64,20.67,None,0.0,0.0,0,47.0,7600
613,1993-02-09,729281640.0,729310200.0,0.63,0.65,2.58,186.0,0.1,0.0,-22.49,-1.2,None,0.0,0.0,0,47.0,7600
614,1993-02-10,729367800.0,729396840.0,0.66,0.61,2.58,300.0,0.08,0.0,-22.51,7.55,None,0.0,0.0,0,47.0,7600
615,1993-02-11,729454020.0,729483420.0,0.7,0.68,3.26,310.0,0.26,0.0,2.41,11.52,None,0.0,0.0,0,47.0,7600
616,1993-02-12,729540240.0,729570000.0,0.74,0.67,3.3,351.0,0.06,0.0,-10.57,14.56,None,0.0,0.0,0,47.0,7600
617,1993-02-13,729626400.0,729656640.0,0.77,0.71,4.87,316.0,0.28,0.0,-1.59,13.51,None,0.0,0.0,0,47.0,7600
618,1993-02-14,729712620.0,729743220.0,0.8,0.59,12.77,78.0,0.09,0.0,-0.45,30.5,None,0.0,0.0,0,47.0,7600
619,1993-02-15,729798840.0,729829800.0,0.84,0.64,5.5,59.0,0.19,0.0,15.46,32.84,None,0.0,0.0,0,47.0,7600
620,1993-02-16,729885000.0,729916440.0,0.87,0.89,4.64,78.0,0.32,0.0,17.36,31.51,None,0.0,0.0,0,47.0,7600
621,1993-02-17,729971220.0,730003020.0,0.9,0.84,2.94,318.0,0.18,0.0,1.43,23.58,None,0.0,0.0,0,47.0,7800
622,1993-02-18,730057380.0,730089600.0,0.93,0.75,2.95,274.0,0.13,0.0,-4.53,18.68,None,0.0,0.0,0,47.0,7800
623,1993-02-19,730143600.0,730176180.0,0.96,0.79,5.14,47.0,0.21,0.0,7.14,25.5,None,0.0,0.0,0,47.0,7800
624,1993-02-20,730229760.0,730262820.0,0.99,0.83,2.48,295.0,0.23,0.0,-0.45,20.66,None,0.0,0.0,0,30.0,7800
625,1993-02-21,730315980.0,730349400.0,0.02,0.79,4.99,74.0,0.07,1.0,5.47,24.47,None,0.0,0.0,0,30.0,7800
626,1993-02-22,730402140.0,730435980.0,0.05,0.69,6.39,314.0,0.27,1.0,2.97,22.58,None,0.0,0.0,0,30.0,7800
627,1993-02-23,730488360.0,730522560.0,0.08,0.7,7.27,328.0,0.29,1.0,11.42,26.44,None,0.0,0.0,0,30.0,7800
628,1993-02-24,730574520.0,730609200.0,0.11,0.77,4.86,325.0,0.31,1.0,7.26,13.58,None,0.0,0.0,0,30.0,7800
629,1993-02-25,730660740.0,730695780.0,0.14,0.78,5.46,311.0,0.14,1.0,4.58,15.48,None,0.0,0.0,0,30.0,7800
630,1993-02-26,730746900.0,730782360.0,0.17,0.7,5.91,312.0,0.25,1.0,6.49,13.47,None,0.0,0.0,0,30.0,8000
631,1993-02-27,730833120.0,730868940.0,0.2,0.82,3.11,39.0,0.17,1.0,-3.53,19.41,None,0.0,0.0,0,30.0,8000
632,1993-02-28,730919280.0,730955520.0,0.24,0.7,4.95,339.0,0.29,1.0,-6.77,27.53,None,0.0,0.0,0,30.0,8000
633,1993-03-01,731005500.0,731042100.0,0.27,0.75,3.84,251.0,0.24,1.0,3.5,21.41,None,0.0,0.0,0,30.0,8000
634,1993-03-02,731091660.0,731128740.0,0.3,0.74,4.29,335.0,0.09,1.0,-0.45,21.45,None,0.0,0.0,0,30.0,8000
635,1993-03-03,731177880.0,731215320.0,0.34,0.69,2.39,49.0,0.09,1.0,-10.7,15.65,None,0.0,0.0,0,30.0,8000
636,1993-03-04,731264040.0,731301900.0,0.38,0.66,1.87,40.0,0.22,1.0,-16.71,19.39,None,0.0,0.0,0,30.0,8000
637,1993-03-05,731350200.0,731388480.0,0.42,0.65,3.47,328.0,0.03,1.0,-12.74,19.44,None,0.0,0.0,0,30.0,8000
638,1993-03-06,731436420.0,731475060.0,0.45,0.67,2.02,30.0,0.09,1.0,-14.59,20.51,None,0.0,0.0,0,29.0,8000
639,1993-03-07,731522580.0,731561640.0,0.49,0.74,3.54,316.0,0.21,1.0,-1.59,26.44,None,0.0,0.0,0,29.0,8200
640,1993-03-08,731608800.0,731648220.0,0.53,0.69,2.39,305.0,0.12,1.0,-11.45,27.61,None,0.0,0.0,0,29.0,8200
641,1993-03-09,731694960.0,731734800.0,0.57,0.7,4.21,206.0,0.12,1.0,-3.65,27.53,None,0.0,0.0,0,29.0,8200
642,1993-03-10,731781180.0,731821380.0,0.61,0.7,2.37,283.0,0.15,1.0,-8.63,22.54,None,0.0,0.0,0,29.0,8200
643,1993-03-11,731867340.0,731907960.0,0.65,0.74,3.85,329.0,0.33,1.0,14.46,29.47,None,0.0,0.0,0,29.0,8200
644,1993-03-12,731953500.0,731994540.0,0.68,0.68,4.69,336.0,0.03,1.0,6.63,29.56,None,0.0,0.0,0,29.0,8200
645,1993-03-13,732039720.0,732081120.0,0.72,0.62,2.77,328.0,0.0,1.0,-7.57,22.52,None,0.0,0.0,0,29.0,8200
646,1993-03-14,732125880.0,732167700.0,0.75,0.36,7.66,60.0,0.0,1.0,-14.58,26.43,None,0.0,0.0,0,29.0,8200
647,1993-03-15,732212040.0,732254280.0,0.78,0.36,8.63,139.0,0.0,1.0,3.52,25.5,None,0.0,0.0,0,29.0,8200
648,1993-03-16,732298260.0,732340920.0,0.82,0.58,5.81,179.0,0.18,1.0,-12.5,32.93,None,0.0,0.0,0,29.0,8200
649,1993-03-17,732384420.0,732427500.0,0.85,0.79,3.74,307.0,0.39,1.0,20.42,26.68,None,0.0,0.0,0,29.0,8200
650,1993-03-18,732470640.0,732514080.0,0.88,0.64,5.77,124.0,0.27,2.0,17.52,33.46,None,0.0,0.0,0,29.0,8200
651,1993-03-19,732556800.0,732600660.0,0.91,0.45,5.72,128.0,0.12,2.0,21.33,38.53,None,0.0,0.0,0,29.0,8200
652,1993-03-20,732642960.0,732687240.0,0.94,0.44,7.43,54.0,0.0,2.0,21.51,33.48,None,0.0,0.0,0,29.0,8200
653,1993-03-21,732729180.0,732773820.0,0.97,0.41,6.2,191.0,0.0,2.0,21.33,37.43,None,0.0,0.0,0,29.0,8200
654,1993-03-22,732815340.0,732860400.0,1.0,0.5,5.49,327.0,0.0,2.0,20.4,33.46,None,0.0,0.0,0,29.0,8200
655,1993-03-25,733073880.0,733120140.0,0.09,0.48,4.91,258.0,0.07,2.0,3.52,29.59,None,0.0,0.0,0,29.0,8200
656,1993-03-26,733160040.0,733206720.0,0.12,0.6,1.46,310.0,0.0,2.0,-2.71,21.41,None,0.0,0.0,0,29.0,8200
657,1993-03-27,733246260.0,733293300.0,0.15,0.56,3.75,3.0,0.08,2.0,6.3,34.95,None,0.0,0.0,0,29.0,8200
658,1993-03-28,733332420.0,733379880.0,0.19,0.54,5.02,306.0,0.27,2.0,12.46,31.59,None,0.0,0.0,0,29.0,8200
659,1993-03-29,733418640.0,733466460.0,0.22,0.4,6.81,58.0,0.19,2.0,9.8,44.44,None,0.0,0.0,0,29.0,8200
660,1993-03-30,733504800.0,733553040.0,0.25,0.53,5.69,82.0,0.06,2.0,9.29,46.54,None,0.0,0.0,0,29.0,8200
661,1993-03-31,733590960.0,733639620.0,0.29,0.43,8.53,80.0,0.11,2.0,23.48,49.47,None,0.0,0.0,0,28.0,8200
662,1993-04-01,733677180.0,733726200.0,0.33,0.47,6.47,24.0,0.09,2.0,24.51,47.51,None,0.0,0.0,0,27.0,8200
663,1993-04-02,733763340.0,733812780.0,0.36,0.6,4.61,302.0,0.27,2.0,19.51,38.58,None,0.0,0.0,0,25.0,8200
664,1993-04-03,733849500.0,733899360.0,0.4,0.55,3.97,336.0,0.16,2.0,22.56,42.46,None,0.0,0.0,0,25.0,8200
665,1993-04-04,733935720.0,733985940.0,0.44,0.65,3.77,322.0,0.02,3.0,11.37,41.6,None,0.0,0.0,0,26.0,8200
666,1993-04-05,734021880.0,734072520.0,0.48,0.6,4.32,333.0,0.05,3.0,13.39,42.5,None,0.0,0.0,0,26.0,8200
667,1993-04-06,734108100.0,734159100.0,0.52,0.62,3.47,322.0,0.08,3.0,12.34,41.54,None,0.0,0.0,0,24.0,8200
668,1993-04-07,734194260.0,734245680.0,0.56,0.57,4.96,340.0,0.08,3.0,11.42,40.79,None,0.0,0.0,0,24.0,8200
669,1993-04-08,734280420.0,734332260.0,0.59,0.58,5.96,322.0,0.27,3.0,24.5,36.52,None,0.0,0.0,0,26.0,8200
670,1993-04-09,734366640.0,734418840.0,0.63,0.5549999999999999,0.0,0.0,0.24,2.0,24.97,41.02,None,0.0,0.0,0,25.0,8200
671,1993-04-10,734452800.0,734505420.0,0.66,0.53,3.91,317.0,0.21,3.0,25.44,45.52,None,0.0,0.0,0,25.0,8200
672,1993-04-11,734538960.0,734592000.0,0.7,0.52,2.96,216.0,0.17,3.0,16.42,47.71,None,0.0,0.0,0,25.0,8400
673,1993-04-12,734625180.0,734678580.0,0.73,0.5,7.19,61.0,0.0,3.0,23.47,47.8,None,0.0,0.0,0,25.0,8600
674,1993-04-13,734711340.0,734765220.0,0.76,0.5,4.29,62.0,0.18,3.0,30.5,48.39,None,0.0,0.0,0,25.0,8800
675,1993-04-14,734797500.0,734851800.0,0.79,0.57,3.07,112.0,0.17,3.0,21.24,50.54,None,0.0,0.0,0,25.0,9000
676,1993-04-15,734883720.0,734938380.0,0.82,0.5,7.61,68.0,0.3,3.0,23.32,49.51,None,0.0,0.0,0,25.0,9400
677,1993-04-16,734969880.0,735024960.0,0.85,0.42,7.07,121.0,0.25,3.0,33.54,58.63,None,0.0,0.0,0,25.0,9800
678,1993-04-17,735056100.0,735111540.0,0.88,0.59,2.41,0.0,0.3,3.0,22.44,51.88,None,0.0,0.0,0,25.0,10000
679,1993-04-18,735142260.0,735198120.0,0.91,0.47,4.61,92.0,0.23,3.0,28.19,54.52,None,0.0,0.0,0,25.0,11000
680,1993-04-19,735228420.0,735284700.0,0.94,0.44,6.21,115.0,0.16,3.0,28.02,52.53,None,0.0,0.0,0,25.0,12000
681,1993-04-20,735314640.0,735371340.0,0.98,0.36,4.6,168.0,0.02,4.0,30.11,50.94,None,0.0,0.0,0,25.0,13000
682,1993-04-21,735400800.0,735457920.0,0.01,0.38,7.95,87.0,0.09,4.0,21.41,56.55,None,0.0,0.0,0,25.0,14000
683,1993-04-22,735487020.0,735544500.0,0.04,0.45,5.18,19.0,0.01,4.0,22.45,58.49,None,0.0,0.0,0,25.0,16000
684,1993-04-23,735573180.0,735631080.0,0.07,0.52,7.72,330.0,0.02,4.0,31.28,45.5,None,0.0,0.0,2020-03-25 13:01:00,25.0,19000
685,1993-04-24,735659340.0,735717720.0,0.1,0.51,5.63,337.0,0.07,4.0,19.52,44.43,None,0.0,0.0,0,25.0,23000
686,1993-04-25,735745560.0,735804300.0,0.14,0.47,7.3,341.0,0.23,4.0,25.39,42.47,None,0.0,0.0,0,25.0,27000
687,1993-04-26,735831720.0,735890880.0,0.17,0.5,8.06,330.0,0.16,4.0,23.47,36.67,None,0.0,0.0,0,25.0,29300
688,1993-04-27,735917940.0,735977460.0,0.2,0.48,5.94,331.0,0.0,4.0,26.4,40.48,None,0.0,0.0,0,25.0,30700
689,1993-04-28,736004100.0,736064100.0,0.24,0.46,5.12,329.0,0.0,4.0,27.42,45.5,None,0.0,0.0,0,25.0,29300
690,1993-04-29,736090320.0,736150680.0,0.28,0.46,3.71,303.0,0.0,4.0,28.48,52.55,None,0.0,0.0,0,25.0,31000
691,1993-04-30,736176480.0,736237260.0,0.31,0.53,5.17,64.0,0.18,4.0,28.46,55.4,None,0.0,0.0,0,25.0,32200
692,1993-05-01,736262700.0,736323900.0,0.35,0.46,6.7,22.0,0.08,4.0,25.43,58.48,None,0.0,0.0,0,25.0,37000
693,1993-05-02,736348860.0,736410480.0,0.39,0.48,7.63,339.0,0.1,4.0,32.43,54.51,None,0.0,0.0,0,25.0,42000
694,1993-05-03,736435080.0,736497060.0,0.43,0.44,6.48,336.0,0.08,4.0,30.46,55.55,None,0.0,0.0,0,25.0,44600
695,1993-05-04,736521240.0,736583700.0,0.46,0.44,8.85,358.0,0.17,4.0,30.5,52.53,None,0.0,0.0,0,25.0,44200
696,1993-05-05,736607460.0,736670280.0,0.5,0.43,6.43,334.0,0.28,4.0,32.15,52.68,None,0.0,0.0,0,25.0,40200
697,1993-05-06,736693620.0,736756860.0,0.54,0.49,5.37,358.0,0.12,5.0,28.28,54.76,None,0.0,0.0,0,25.0,39500
698,1993-05-07,736779840.0,736843500.0,0.58,0.64,4.45,228.0,0.3,4.0,37.44,51.45,None,0.0,0.0,0,25.0,38600
699,1993-05-08,736866000.0,736930080.0,0.61,0.53,7.56,236.0,0.25,5.0,35.35,56.49,None,0.0,0.0,0,25.0,38400
700,1993-05-09,736952220.0,737016720.0,0.64,0.55,7.73,263.0,0.24,5.0,35.5,48.4,None,0.0,0.0,0,25.0,39200
701,1993-05-10,737038380.0,737103300.0,0.68,0.4,6.88,203.0,0.12,5.0,29.38,57.42,None,0.0,0.0,0,25.0,38400
702,1993-05-11,737124600.0,737189880.0,0.71,0.39,9.38,146.0,0.17,5.0,36.29,58.47,None,0.0,0.0,0,25.0,37200
703,1993-05-12,737210760.0,737276520.0,0.74,0.36,6.48,183.0,0.13,5.0,33.36,63.54,None,0.0,0.0,0,25.0,36000
704,1993-05-13,737296980.0,737363100.0,0.77,0.36,5.35,51.0,0.25,5.0,37.18,67.51,None,0.0,0.0,0,25.0,34700
705,1993-05-14,737383200.0,737449740.0,0.8,0.35,7.1,303.0,0.24,5.0,53.52,67.46,None,0.0,0.0,0,25.0,34700
706,1993-05-15,737469360.0,737536320.0,0.83,0.45,4.08,331.0,0.1,5.0,41.16,69.51,None,0.0,0.0,0,25.0,36600
707,1993-05-16,737555580.0,737622900.0,0.86,0.36,8.55,76.0,0.0,5.0,41.41,80.43,None,0.0,0.0,0,25.0,40500
708,1993-05-17,737641800.0,737709540.0,0.89,0.33,7.52,21.0,0.02,5.0,48.48,72.6,None,0.0,0.0,0,25.0,44900
709,1993-05-18,737727960.0,737796120.0,0.92,0.25,6.42,22.0,0.01,5.0,47.39,68.76,None,0.0,0.0,0,25.0,49500
710,1993-05-19,737814180.0,737882760.0,0.96,0.3,9.0,42.0,0.0,5.0,38.05,67.47,None,0.0,0.0,0,25.0,54100
711,1993-05-20,737900400.0,737969340.0,0.99,0.33,11.16,29.0,0.05,5.0,48.48,66.38,None,0.0,0.0,0,25.0,53400
712,1993-05-21,737986560.0,738055920.0,0.02,0.31,13.12,23.0,0.07,5.0,35.51,53.48,None,0.0,0.0,0,25.0,49800
713,1993-05-22,738072780.0,738142560.0,0.05,0.38,8.39,354.0,0.22,5.0,42.53,55.65,None,0.0,0.0,0,25.0,47400
714,1993-05-23,738159000.0,738229140.0,0.09,0.49,4.33,339.0,0.25,5.0,33.42,65.48,None,0.0,0.0,0,25.0,46700
715,1993-05-24,738245220.0,738315720.0,0.12,0.46,5.98,299.0,0.31,5.0,48.48,62.42,None,0.0,0.0,0,25.0,46600
716,1993-05-25,738331440.0,738402360.0,0.16,0.46,6.44,113.0,0.29,5.0,37.99,65.52,None,0.0,0.0,0,25.0,47000
717,1993-05-26,738417660.0,738488940.0,0.19,0.56,3.9,334.0,0.31,6.0,45.19,69.46,None,0.0,0.0,0,25.0,46600
718,1993-05-27,738503880.0,738575520.0,0.23,0.58,7.43,241.0,0.32,6.0,39.48,61.54,None,0.0,0.0,0,25.0,45400
719,1993-05-28,738590100.0,738662160.0,0.27,0.48,4.61,50.0,0.05,6.0,34.36,70.52,None,0.0,0.0,0,25.0,44300
720,1993-05-29,738676320.0,738748740.0,0.3,0.35,8.28,59.0,0.0,6.0,50.85,73.43,None,0.0,0.0,0,25.0,43900
721,1993-05-30,738762540.0,738835320.0,0.34,0.33,7.55,50.0,0.0,6.0,53.05,73.4,None,0.0,0.0,0,25.0,43400
722,1993-05-31,738848760.0,738921900.0,0.38,0.3,5.93,81.0,0.01,6.0,52.41,73.44,None,0.0,0.0,0,25.0,44200
723,1994-01-01,757454160.0,757469220.0,0.65,0.33,2.77,307.0,0.03,0.0,-10.58,7.56,None,0.0,0.0,0,25.0,9000
724,1994-01-02,757540500.0,757555740.0,0.69,0.35,3.45,317.0,0.13,0.0,-3.53,2.5,None,0.0,0.0,0,25.0,8800
725,1994-01-03,757626780.0,757642260.0,0.72,0.31,2.74,344.0,0.2,0.0,-0.82,5.58,None,0.0,0.0,0,25.0,8800
726,1994-01-04,757713120.0,757728780.0,0.76,0.35,2.67,274.0,0.02,0.0,-20.51,-3.43,None,0.0,0.0,0,25.0,8800
727,1994-01-05,757799400.0,757815360.0,0.79,0.41,2.32,44.0,0.01,0.0,-23.73,-5.57,None,0.0,0.0,0,25.0,8800
728,1994-01-06,757885740.0,757901880.0,0.83,0.35,2.62,112.0,0.0,0.0,-36.67,-17.52,None,0.0,0.0,0,25.0,8800
729,1994-01-07,757972020.0,757988460.0,0.87,0.45,2.38,6.0,0.0,0.0,-39.57,-13.54,None,0.0,0.0,0,25.0,8800
730,1994-01-08,758058300.0,758075040.0,0.9,0.3,5.8,67.0,0.01,0.0,-22.8,-11.51,None,0.0,0.0,0,25.0,8800
731,1994-01-09,758144580.0,758161620.0,0.94,0.25,8.12,42.0,0.0,0.0,-12.58,-8.51,None,0.0,0.0,0,25.0,8600
732,1994-01-10,758230860.0,758248140.0,0.98,0.31,3.46,347.0,0.01,0.0,-29.65,-8.53,None,0.0,0.0,0,25.0,8600
733,1994-01-11,758317140.0,758334720.0,0.01,0.29,5.3,34.0,0.19,0.0,-28.91,-0.6,None,0.0,0.0,0,25.0,8600
734,1994-01-12,758403360.0,758421300.0,0.04,0.31,5.32,19.0,0.28,0.0,-6.63,2.52,None,0.0,0.0,0,25.0,8600
735,1994-01-13,758489640.0,758507880.0,0.08,0.32,2.45,302.0,0.05,0.0,-10.68,-4.49,None,0.0,0.0,0,25.0,8600
736,1994-01-14,758575920.0,758594520.0,0.11,0.27,2.95,323.0,0.08,0.0,-8.59,0.54,None,0.0,0.0,0,25.0,8400
737,1994-01-15,758662140.0,758681100.0,0.14,0.23,8.03,20.0,0.0,0.0,-8.61,5.6,None,0.0,0.0,0,25.0,8400
738,1994-01-16,758748420.0,758767680.0,0.17,0.23,15.52,122.0,0.03,0.0,-0.51,10.38,None,0.0,0.0,0,25.0,8400
739,1994-01-17,758834640.0,758854260.0,0.2,0.31,14.51,75.0,0.25,0.0,2.42,14.57,None,0.0,0.0,0,25.0,8400
740,1994-01-18,758920920.0,758940840.0,0.23,0.47,3.3,225.0,0.32,0.0,3.29,8.44,None,0.0,0.0,0,25.0,8400
741,1994-01-19,759007140.0,759027480.0,0.26,0.43,2.91,133.0,0.19,0.0,-5.68,5.58,None,0.0,0.0,0,25.0,8400
742,1994-01-20,759093360.0,759114060.0,0.29,0.45,3.77,46.0,0.29,0.0,2.27,8.44,None,0.0,0.0,0,36.0,8400
743,1994-01-21,759179580.0,759200640.0,0.32,0.4,3.4,324.0,0.16,0.0,-0.51,3.67,None,0.0,0.0,0,36.0,8400
744,1994-01-22,759265860.0,759287280.0,0.35,0.42,4.33,313.0,0.28,0.0,-1.6,5.58,None,0.0,0.0,0,36.0,8400
745,1994-01-23,759352080.0,759373860.0,0.39,0.37,3.16,285.0,0.29,0.0,-4.43,2.52,None,0.0,0.0,0,36.0,8200
746,1994-01-24,759438300.0,759460500.0,0.42,0.41,2.35,298.0,0.08,0.0,-6.89,18.52,None,0.0,0.0,0,36.0,8200
747,1994-01-25,759524520.0,759547080.0,0.45,0.47,7.16,64.0,0.26,0.0,7.12,26.49,None,0.0,0.0,0,36.0,8200
748,1994-01-26,759610740.0,759633660.0,0.49,0.48,0.0,0.0,0.255,0.0,-4.674999999999999,21.865,None,0.0,0.0,0,36.0,8200
749,1994-01-27,759696960.0,759720300.0,0.53,0.49,3.05,309.0,0.25,0.0,-16.47,17.24,None,0.0,0.0,0,36.0,8200
750,1994-01-28,759783180.0,759806880.0,0.56,0.46,4.21,299.0,0.14,0.0,-0.86,20.53,None,0.0,0.0,0,36.0,8200
751,1994-01-29,759869400.0,759893520.0,0.6,0.44,8.3,58.0,0.25,0.0,14.48,40.05,None,0.0,0.0,0,36.0,8200
752,1994-01-30,759955620.0,759980100.0,0.64,0.5,7.13,75.0,0.31,0.0,16.37,39.38,None,0.0,0.0,0,36.0,8200
753,1994-02-02,760214220.0,760239900.0,0.75,0.58,5.02,309.0,0.31,0.0,12.17,31.53,None,0.0,0.0,0,36.0,8200
754,1994-02-03,760300440.0,760326540.0,0.78,0.53,6.66,352.0,0.22,0.0,11.16,34.59,None,0.0,0.0,0,36.0,8200
755,1994-02-04,760386660.0,760413120.0,0.82,0.45,4.43,242.0,0.16,0.0,19.52,30.53,None,0.0,0.0,0,43.0,8000
756,1994-02-05,760472880.0,760499760.0,0.85,0.46,6.27,49.0,0.21,0.0,6.27,25.74,None,0.0,0.0,0,43.0,8000
757,1994-02-06,760559100.0,760586340.0,0.89,0.39,8.68,89.0,0.12,0.0,10.52,19.39,None,0.0,0.0,0,43.0,8000
758,1994-02-07,760645260.0,760672980.0,0.92,0.39,4.6,336.0,0.17,0.0,-1.6,28.44,None,0.0,0.0,0,43.0,8000
759,1994-02-08,760731480.0,760759560.0,0.96,0.43,3.42,300.0,0.22,0.0,-0.48,6.46,None,0.0,0.0,0,43.0,8000
760,1994-02-09,760817700.0,760846140.0,0.99,0.46,2.75,66.0,0.35,0.0,-7.55,8.44,None,0.0,0.0,0,43.0,8000
761,1994-02-10,760903860.0,760932780.0,0.02,0.49,3.35,317.0,0.36,0.0,-0.51,7.55,None,0.0,0.0,0,43.0,8000
762,1994-02-11,760990080.0,761019360.0,0.05,0.39,6.74,328.0,0.08,0.0,-11.53,-1.39,None,0.0,0.0,0,43.0,8000
763,1994-02-12,761076300.0,761105940.0,0.08,0.39,3.57,253.0,0.06,0.0,-39.55,-4.45,None,0.0,0.0,0,43.0,7800
764,1994-02-13,761162460.0,761192580.0,0.11,0.34,2.95,92.0,0.03,0.0,-40.52,-17.52,None,0.0,0.0,0,43.0,7800
765,1994-02-14,761248680.0,761279160.0,0.14,0.37,2.27,84.0,0.03,0.0,-42.59,-14.58,None,0.0,0.0,0,43.0,7800
766,1994-02-15,761334840.0,761365740.0,0.18,0.37,2.52,18.0,0.11,0.0,-31.92,-10.43,None,0.0,0.0,0,43.0,7800
767,1994-02-16,761421060.0,761452380.0,0.21,0.39,2.24,345.0,0.01,0.0,-36.51,-8.26,None,0.0,0.0,0,43.0,7800
768,1994-02-17,761507280.0,761538960.0,0.24,0.36,1.93,121.0,0.01,0.0,-36.49,-3.35,None,0.0,0.0,0,47.5,7600
769,1994-02-18,761593440.0,761625540.0,0.27,0.34,1.95,14.0,0.0,0.0,-40.77,-1.97,None,0.0,0.0,0,47.5,7600
770,1994-02-19,761679660.0,761712180.0,0.3,0.33,2.03,306.0,0.0,0.0,-42.85,-5.6,None,0.0,0.0,0,47.5,7600
771,1994-02-20,761765820.0,761798760.0,0.33,0.27,5.9,83.0,0.0,0.0,-37.68,-4.53,None,0.0,0.0,0,47.5,7600
772,1994-02-21,761852040.0,761885340.0,0.36,0.28,8.36,133.0,0.0,1.0,-18.51,4.55,None,0.0,0.0,0,47.5,7600
773,1994-02-22,761938200.0,761971920.0,0.4,0.26,4.56,45.0,0.07,1.0,-18.56,3.43,None,0.0,0.0,0,47.5,7600
774,1994-02-23,762024420.0,762058560.0,0.43,0.25,5.85,58.0,0.0,1.0,-5.65,8.45,None,0.0,0.0,0,47.5,7600
775,1994-02-24,762110580.0,762145140.0,0.47,0.32,5.1,355.0,0.0,1.0,-19.72,4.51,None,0.0,0.0,0,51.0,7600
776,1994-02-25,762196800.0,762231720.0,0.51,0.26,7.12,71.0,0.0,1.0,-6.84,8.45,None,0.0,0.0,0,51.0,7400
777,1994-02-26,762282960.0,762318300.0,0.55,0.24,6.11,68.0,0.05,1.0,-17.97,7.56,None,0.0,0.0,0,51.0,7400
778,1994-02-27,762369180.0,762404880.0,0.58,0.25,5.19,31.0,0.01,1.0,-24.64,3.42,None,0.0,0.0,0,51.0,7400
779,1994-02-28,762455340.0,762491460.0,0.62,0.33,6.94,21.0,0.18,1.0,-12.63,-5.64,None,0.0,0.0,0,51.0,7400
780,1994-03-01,762541560.0,762578100.0,0.66,0.38,5.0,337.0,0.32,1.0,-11.49,-5.57,None,0.0,0.0,0,51.0,7400
781,1994-03-02,762627720.0,762664680.0,0.7,0.36,2.65,314.0,0.32,1.0,-12.5,0.54,None,0.0,0.0,0,51.0,7400
782,1994-03-03,762713940.0,762751260.0,0.73,0.42,3.31,248.0,0.21,1.0,-23.56,-2.34,None,0.0,0.0,0,51.0,7400
783,1994-03-04,762800100.0,762837840.0,0.77,0.43,5.56,250.0,0.38,1.0,-26.74,-2.54,None,0.0,0.0,0,51.0,7400
784,1994-03-05,762886260.0,762924420.0,0.8,0.34,5.72,286.0,0.13,1.0,-15.81,0.55,None,0.0,0.0,0,51.0,7200
